Math name;Math group;Math type;Folder;Math description;Parameter type;Parameter enable;Parameter name;Parameter kind;TAG name;Value;External unit;Internal unit;Formula
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Input;Enable;Probe Type;Constant;;1;; -;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Input;Enable;Year of norm;Constant;;0;; -;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Output;Enable;;Calc;AQ-IO-09;NaN;kg/s;kg/s;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Output;Disable;;Calc;AQ-IO-09:Reynolds;NaN; -; -;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Output;Disable;;Calc;AQ-IO-09:Total Preassure;NaN;barA;barA;
AQ-IO-09;Mass Flow;Mass Flow ISO 5167 (diaphragms);Inlet Flow;;Output;Disable;;Calc;AQ-IO-09:Speed;NaN;m/s;m/s;
Cmp025-Fl-l-Pt 2;Generic;Custom Math;Plane 25;;Input;Enable;a;Tag;PT25;;psiG;barA;
Cmp025-Fl-l-Pt 2;Generic;Custom Math;Plane 25;;Output;Enable;b;Calc;Cmp025-Fl-l-Pt 2;0;barA;barA;Cmp025-Fl-l-Pt 2=PT25
MD-CDP-01;Generic;If then else;CDP Flow;;Input;Enable;result if logic is TRUE;Tag;MP-CDP-L-01;;mbarD;mbarD;
MD-CDP-01;Generic;If then else;CDP Flow;;Input;Enable;result if logic is FALSE;Tag;MP-CDP-H-01;;mbarD;mbarD;
MD-CDP-01;Generic;If then else;CDP Flow;;Input;Enable;A0-X;Tag;MP-CDP-H-01;;mbarD;mbarD;
MD-CDP-01;Generic;If then else;CDP Flow;;Input;Enable;A0-Y;Constant;- No tag def -;625;;mbarD;
MD-CDP-01;Generic;If then else;CDP Flow;;Output;Enable;;Calc;MD-CDP-01;NaN;mbarD;mbarD;
MD-CDP-02;Generic;If then else;CDP Flow;;Input;Enable;result if logic is TRUE;Tag;MP-CDP-L-02;;mbarD;mbarD;
MD-CDP-02;Generic;If then else;CDP Flow;;Input;Enable;result if logic is FALSE;Tag;MP-CDP-H-02;;mbarD;mbarD;
MD-CDP-02;Generic;If then else;CDP Flow;;Input;Enable;A0-X;Tag;MP-CDP-H-02;;mbarD;mbarD;
MD-CDP-02;Generic;If then else;CDP Flow;;Input;Enable;A0-Y;Constant;- No tag def -;625;;mbarD;
MD-CDP-02;Generic;If then else;CDP Flow;;Output;Enable;;Calc;MD-CDP-02;NaN;mbarD;mbarD;
MD-VBV-01;Generic;If then else;VBV Flow;;Input;Enable;result if logic is TRUE;Tag;PDT-P840/A1;;mbarD;mbarD;
MD-VBV-01;Generic;If then else;VBV Flow;;Input;Enable;result if logic is FALSE;Tag;PDT-P840/A2;;mbarD;mbarD;
MD-VBV-01;Generic;If then else;VBV Flow;;Input;Enable;A0-X;Tag;PDT-P840/A2;;mbarD;mbarD;
MD-VBV-01;Generic;If then else;VBV Flow;;Input;Enable;A0-Y;Constant;- No tag def -;62;;mbarD;
MD-VBV-01;Generic;If then else;VBV Flow;;Output;Enable;;Calc;MD-VBV-01;NaN;mbarD;mbarD;
MD-VBV-02;Generic;If then else;VBV Flow;;Input;Enable;result if logic is TRUE;Tag;PDT-P840/B1;;mbarD;mbarD;
MD-VBV-02;Generic;If then else;VBV Flow;;Input;Enable;result if logic is FALSE;Tag;PDT-P840/B2;;mbarD;mbarD;
MD-VBV-02;Generic;If then else;VBV Flow;;Input;Enable;A0-X;Tag;PDT-P840/B2;;mbarD;mbarD;
MD-VBV-02;Generic;If then else;VBV Flow;;Input;Enable;A0-Y;Constant;- No tag def -;62;;mbarD;
MD-VBV-02;Generic;If then else;VBV Flow;;Output;Enable;;Calc;MD-VBV-02;NaN;mbarD;mbarD;
MD-VBV-03;Generic;If then else;VBV Flow;;Input;Enable;result if logic is TRUE;Tag;PDT-P840/C1;;mbarD;mbarD;
MD-VBV-03;Generic;If then else;VBV Flow;;Input;Enable;result if logic is FALSE;Tag;PDT-P840/C2;;mbarD;mbarD;
MD-VBV-03;Generic;If then else;VBV Flow;;Input;Enable;A0-X;Tag;PDT-P840/C2;;mbarD;mbarD;
MD-VBV-03;Generic;If then else;VBV Flow;;Input;Enable;A0-Y;Constant;- No tag def -;62;;mbarD;
MD-VBV-03;Generic;If then else;VBV Flow;;Output;Enable;;Calc;MD-VBV-03;NaN;mbarD;mbarD;
MD-VBV-04;Generic;If then else;VBV Flow;;Input;Enable;result if logic is TRUE;Tag;PDT-P840/D1;;mbarD;mbarD;
MD-VBV-04;Generic;If then else;VBV Flow;;Input;Enable;result if logic is FALSE;Tag;PDT-P840/D2;;mbarD;mbarD;
MD-VBV-04;Generic;If then else;VBV Flow;;Input;Enable;A0-X;Tag;PDT-P840/D2;;mbarD;mbarD;
MD-VBV-04;Generic;If then else;VBV Flow;;Input;Enable;A0-Y;Constant;- No tag def -;62;;mbarD;
MD-VBV-04;Generic;If then else;VBV Flow;;Output;Enable;;Calc;MD-VBV-04;NaN;mbarD;mbarD;
MD-VBV-05;Generic;If then else;VBV Flow;;Input;Enable;result if logic is TRUE;Tag;PDT-P840/E1;;mbarD;mbarD;
MD-VBV-05;Generic;If then else;VBV Flow;;Input;Enable;result if logic is FALSE;Tag;PDT-P840/E2;;mbarD;mbarD;
MD-VBV-05;Generic;If then else;VBV Flow;;Input;Enable;A0-X;Tag;PDT-P840/E2;;mbarD;mbarD;
MD-VBV-05;Generic;If then else;VBV Flow;;Input;Enable;A0-Y;Constant;- No tag def -;62;;mbarD;
MD-VBV-05;Generic;If then else;VBV Flow;;Output;Enable;;Calc;MD-VBV-05;NaN;mbarD;mbarD;
MQ-CDP;Generic;Custom Math;CDP Flow;;Input;Enable;a;Tag;MQ-CDP-01;;kg/s;kg/s;
MQ-CDP;Generic;Custom Math;CDP Flow;;Input;Enable;b;Tag;MQ-CDP-02;;kg/s;kg/s;
MQ-CDP;Generic;Custom Math;CDP Flow;;Output;Enable;c;Calc;MQ-CDP;0;kg/s;kg/s;MQ-CDP=MQ-CDP-01+MQ-CDP-02
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Temperature;Tag;MT-CDP-01;;°C;°C;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Upstream Pressure;Tag;MP-CDP-A-01;;mbarA;barA;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Differential pressure;Tag;MD-CDP-01;;mbarD;kPaD;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Pipeline diameter;Constant;;154.05;;mm;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Orefice diameter;Constant;;100.08;;mm;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Enable;;Calc;MQ-CDP-01;NaN;kg/s;kg/s;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-01:Reynolds;NaN; -; -;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-01:Total Preassure;NaN;barA;barA;
MQ-CDP-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-01:Speed;NaN;m/s;m/s;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Temperature;Tag;MT-CDP-02;;°C;°C;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Upstream Pressure;Tag;MP-CDP-A-02;;mbarA;barA;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Differential pressure;Tag;MD-CDP-02;;mbarD;kPaD;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Pipeline diameter;Constant;;154.05;;mm;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Orefice diameter;Constant;;100.08;;mm;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Enable;;Calc;MQ-CDP-02;NaN;kg/s;kg/s;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-02:Reynolds;NaN; -; -;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-02:Total Preassure;NaN;barA;barA;
MQ-CDP-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);CDP Flow;;Output;Disable;;Calc;MQ-CDP-02:Speed;NaN;m/s;m/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Input;Enable;a;Tag;MQ-VBV-01;;kg/s;kg/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Input;Enable;b;Tag;MQ-VBV-02;;kg/s;kg/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Input;Enable;c;Tag;MQ-VBV-03;;kg/s;kg/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Input;Enable;d;Tag;MQ-VBV-04;;kg/s;kg/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Input;Enable;e;Tag;MQ-VBV-05;;kg/s;kg/s;
MQ-VBV;Generic;Custom Math;VBV Flow;;Output;Enable;f;Calc;MQ-VBV;0;kg/s;kg/s;MQ-VBV=MQ-VBV-01+MQ-VBV-02+MQ-VBV-03+MQ-VBV-04+MQ-VBV-05
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Temperature;Tag;TE-P840/A;;°C;°C;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Upstream Pressure;Tag;PT-P840/A;;barA;barA;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Differential pressure;Tag;MD-VBV-01;;mbarD;kPaD;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Pipeline diameter;Constant;;596.9;;mm;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Orefice diameter;Constant;;373.52;;mm;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Enable;;Calc;MQ-VBV-01;NaN;kg/s;kg/s;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-01:Reynolds;NaN; -; -;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-01:Total Preassure;NaN;barA;barA;
MQ-VBV-01;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-01:Speed;NaN;m/s;m/s;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Temperature;Tag;TE-P840/B;;°C;°C;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Upstream Pressure;Tag;PT-P840/B;;barA;barA;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Differential pressure;Tag;MD-VBV-02;;mbarD;kPaD;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Pipeline diameter;Constant;;596.9;;mm;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Orefice diameter;Constant;;373.52;;mm;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Enable;;Calc;MQ-VBV-02;NaN;kg/s;kg/s;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-02:Reynolds;NaN; -; -;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-02:Total Preassure;NaN;barA;barA;
MQ-VBV-02;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-02:Speed;NaN;m/s;m/s;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Temperature;Tag;TE-P840/C;;°C;°C;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Upstream Pressure;Tag;PT-P840/C;;barA;barA;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Differential pressure;Tag;MD-VBV-03;;mbarD;kPaD;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Pipeline diameter;Constant;;596.9;;mm;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Orefice diameter;Constant;;373.52;;mm;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Enable;;Calc;MQ-VBV-03;NaN;kg/s;kg/s;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-03:Reynolds;NaN; -; -;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-03:Total Preassure;NaN;barA;barA;
MQ-VBV-03;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-03:Speed;NaN;m/s;m/s;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Temperature;Tag;TE-P840/D;;°C;°C;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Upstream Pressure;Tag;PT-P840/D;;barA;barA;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Differential pressure;Tag;MD-VBV-04;;mbarD;kPaD;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Pipeline diameter;Constant;;596.9;;mm;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Orefice diameter;Constant;;373.52;;mm;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Enable;;Calc;MQ-VBV-04;NaN;kg/s;kg/s;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-04:Reynolds;NaN; -; -;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-04:Total Preassure;NaN;barA;barA;
MQ-VBV-04;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-04:Speed;NaN;m/s;m/s;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Type of Fluid;Constant;;0;; -;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Temperature;Tag;TE-P840/E;;°C;°C;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Upstream Pressure;Tag;PT-P840/E;;barA;barA;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Differential pressure;Tag;MD-VBV-05;;mbarD;kPaD;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Downstream Pressure;Constant;;0;;barA;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Dp min.;Constant;;0.255;;mmH2OD;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Pipeline diameter;Constant;;596.9;;mm;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Orefice diameter;Constant;;373.52;;mm;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Probe Type;Constant;;2;; -;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Gas composition;Gas Analysis;;0;;;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Input;Enable;Year of norm;Constant;;0;; -;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Enable;;Calc;MQ-VBV-05;NaN;kg/s;kg/s;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-05:Reynolds;NaN; -; -;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-05:Total Preassure;NaN;barA;barA;
MQ-VBV-05;Mass Flow;Mass Flow ISO 5167 (diaphragms);VBV Flow;;Output;Disable;;Calc;MQ-VBV-05:Speed;NaN;m/s;m/s;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Type of fluid;Constant;;7;; -;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temperature;Tag;TE-P131AB;;°C;°C;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Pressure;Tag;PT-P132;;barA;barA;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Relative Humidity;Constant;;0;; -;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
Oil_Density_BRUSH_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Output;Enable;;Calc;Oil_Density_BRUSH_BRG1;NaN;kg/m3;kg/m3;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Type of fluid;Constant;;7;; -;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temperature;Tag;TE-P141AB;;°C;°C;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Pressure;Tag;PT-P142;;barA;barA;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Relative Humidity;Constant;;0;; -;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
Oil_Density_BRUSH_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Output;Enable;;Calc;Oil_Density_BRUSH_BRG2;NaN;kg/m3;kg/m3;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Type of fluid;Constant;;7;; -;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temperature;Tag;TE-P101AB;;°C;°C;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Pressure;Tag;PG-001;;barA;barA;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Relative Humidity;Constant;;0;; -;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
Oil_Density_GEPC_BRG1;Fluid Characteristic;Density;Power Loss Oil System;;Output;Enable;;Calc;Oil_Density_GEPC_BRG1;NaN;kg/m3;kg/m3;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Type of fluid;Constant;;7;; -;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temperature;Tag;TE-P106AB;;°C;°C;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Pressure;Tag;PG-002;;barA;barA;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Gas Composition;Gas Analysis;;0;; -;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Relative Humidity;Constant;;0;; -;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Press ref for rh;Constant;;0;;barA;
Oil_Density_GEPC_BRG2;Fluid Characteristic;Density;Power Loss Oil System;;Input;Enable;Temp ref for rh;Constant;;0;;°C;
